FILE,ID,NAME,TEXT,ROLE,HATE,split
obesity_francois,0,<_Francoisvictim>,Hey everyone :D,victim,no,train_eval
obesity_francois,1,<Jenny_concil>,DING DONG,none,no,train_eval
obesity_francois,2,<_Francoisvictim>,this trip was so cool,victim,no,train_eval
obesity_francois,3,<Theo_SoutienH>,yeah honestly it was cool,bully_support,no,train_eval
obesity_francois,4,<Jenny_concil>,yes it was really great to swim in the sun,none,no,train_eval
obesity_francois,5,<Theo_SoutienH>,not true Pauline,bully_support,no,train_eval
obesity_francois,6,<Theresa_SoutienH>,yes great weather,bully_support,no,train_eval
obesity_francois,7,<pierre_defenseur>,yeah it was awesome 😆,victim_support,no,train_eval
obesity_francois,8,<Theresa_SoutienH>,😉,bully_support,no,train_eval
obesity_francois,9,<_Francoisvictim>,thanks for posting the photos of me,victim,no,train_eval
obesity_francois,10,<pierre_defenseur>,...,victim_support,no,train_eval
obesity_francois,11,<Pauline_Harceleu>,"lol shut up François, it's no more than you deserve",bully,yes,train_eval
obesity_francois,12,<_Francoisvictim>,Pauline??,victim,no,train_eval
obesity_francois,13,<pierre_defenseur>,it’s wrong to do have done that 🙄,victim_support,no,train_eval
obesity_francois,14,<Theo_SoutienH>,🤣,bully_support,no,train_eval
obesity_francois,15,<pierre_defenseur>,calm down Pauline,victim_support,no,train_eval
obesity_francois,16,<Lucas_soutiendel>,You guys are so mean stop it,victim_support,yes,train_eval
obesity_francois,17,<Theresa_SoutienH>,This picture is so funny,bully_support,yes,train_eval
obesity_francois,18 | 19,<Theo_SoutienH>,"it's a joke really, so funny",bully_support,yes,train_eval
obesity_francois,20,<Jenny_concil>,"excuse me? hold on, François is good-looking, it's just that Pauline didn’t post the right pic so it's whatever",none,no,train_eval
obesity_francois,21 | 22,<_Francoisvictim>,i'm ok with my looks anyway 😯 😑 *,victim,no,train_eval
obesity_francois,23,<pierre_defenseur>,what's so funny??? Seriously,victim_support,no,train_eval
obesity_francois,24,<Jenny_concil>,"yes, you're right, since you're not insecure you don't care about the pic",none,no,train_eval
obesity_francois,25,<Theresa_SoutienH>,I think pauline didn’t make a mistake it's just that françois is super ugly,bully_support,yes,train_eval
obesity_francois,26,<Pauline_Harceleu>,have you seen him… you're being rough on the whales… ,bully,yes,train_eval
obesity_francois,27,<_Francoisvictim>,"Theresa, if you're gonna be a whale…",victim,yes,train_eval
obesity_francois,28,<Jenny_concil>,"hey pauline relax, françois didn’t do anything to you, you didn’t have to do that you should have asked for permission first",none,no,train_eval
obesity_francois,29,<Lucas_soutiendel>,Who do you think you are smh,victim_support,no,train_eval
obesity_francois,30,<Theresa_SoutienH>,Surely they're not happy having such an ugly guy hanging around with them,bully_support,yes,train_eval
obesity_francois,31 | 32 | 33,<Jenny_concil>,"ayooooo no we love you all the same so no we're not ""unhappy""",none,no,train_eval
obesity_francois,34,<Theresa_SoutienH>,and françois take a look at yourself first,bully_support,no,train_eval
obesity_francois,35,<pierre_defenseur>,ok what's your problem really? do you get off criticizing people like that?,victim_support,yes,train_eval
obesity_francois,36,<_Francoisvictim>,go fuck yourself,victim,yes,train_eval
obesity_francois,37,<Jenny_concil>,theresa aren't you tired of supporting pauline?,none,no,train_eval
obesity_francois,38,<pierre_defenseur>,well said françois!,victim_support,yes,train_eval
obesity_francois,39,<Theo_SoutienH>,he can’t see all of himself,bully_support,no,train_eval
obesity_francois,40,<Theresa_SoutienH>,me too françois😘🤣,bully_support,yes,train_eval
obesity_francois,41,<Lucas_soutiendel>,"First learn to write, then maybe you can afford to talk",victim_support,yes,train_eval
obesity_francois,42,<Jenny_concil>,"you're too small, you can't see yourself in the mirror",none,no,train_eval
obesity_francois,43,<_Francoisvictim>,I swear I'll crush you all at once.,victim,yes,train_eval
obesity_francois,44,<Lucas_soutiendel>,That's a horrible thing to say,victim_support,no,train_eval
obesity_francois,45,<pierre_defenseur>,i don't understand how you can defend people who say and do things like that 😤,victim_support,yes,train_eval
obesity_francois,46,<Lucas_soutiendel>,I confess,victim_support,no,train_eval
obesity_francois,47 | 48,<Theresa_SoutienH>,what is that punchline XD you couldn’t catch us you weigh 250 kg,bully_support,yes,train_eval
obesity_francois,49,<Theo_SoutienH>,if laughter is a crime we're in trouble,bully_support,no,train_eval
obesity_francois,50,<_Francoisvictim>,theresa,victim,no,train_eval
obesity_francois,51,<pierre_defenseur>,what does it do for you to act like this ???,victim_support,no,train_eval
obesity_francois,52,<_Francoisvictim>,nothing,victim,no,train_eval
obesity_francois,53,<Jenny_concil>,"ok enough already. françois, this is not what you actually look like in real life it’s the quality of pauline’s photo.",none,no,train_eval
obesity_francois,54,<Theresa_SoutienH>,thank you that means a lot to me,bully_support,yes,train_eval
obesity_francois,55,<_Francoisvictim>,no seriously what I'm seeing is a clan of jealous haters basically  🙄,victim,yes,train_eval
obesity_francois,56,<Lucas_soutiendel>,Aren't you guys ashamed?,victim_support,yes,train_eval
obesity_francois,57,<Pauline_Harceleu>,hey françois can you tell us what it’s like to be a little shit like you are?,bully,yes,train_eval
obesity_francois,58,<Jenny_concil>,"come on come on let's not get carried away now, pauline, delete the photo, you just have to ask first",none,no,train_eval
obesity_francois,59,<_Francoisvictim>,"i won’t forget this, pauline. can’t believe i used to be friends with you, really?",victim,yes,train_eval
obesity_francois,60,<Lucas_soutiendel>,"You're absolutely right, Françounet [trans. note: affectionate nickname for François]",victim_support,no,train_eval
obesity_francois,61,<Jenny_concil>,come on pauline just remove the photo,none,no,train_eval
obesity_francois,62,<Theresa_SoutienH>,lmao yeah how could you have liked her? you don’t deserve her in fact,bully_support,yes,train_eval
obesity_francois,63,<Pauline_Harceleu>,haaa nothing wrong with dreaming jenny,bully,yes,train_eval
obesity_francois,64,<Jenny_concil>,and ask françois next time,none,no,train_eval
obesity_francois,65,<pierre_defenseur>,elete the photo Pauline!😡,victim_support,yes,train_eval
obesity_francois,66,<Theresa_SoutienH>,"anyway it's too late, it's posted",bully_support,yes,train_eval
obesity_francois,67,<pierre_defenseur>,delete*,victim_support,no,train_eval
obesity_francois,68,<Jenny_concil>,"pauline i can’t, i'm your friend so i'm trying to calm the situation down",none,no,train_eval
obesity_francois,69,<_Francoisvictim>,theresa come clean :),victim,no,train_eval
obesity_francois,70,<Lucas_soutiendel>,Delete it or I'll go and encourage François to file a complaint for breach of image rights and invasion of privacy,victim_support,yes,train_eval
obesity_francois,71,<Theresa_SoutienH>,At least I'm respected,bully_support,no,train_eval
obesity_francois,72,<Jenny_concil>,yes lucas,none,no,train_eval
obesity_francois,73,<Pauline_Harceleu>,"just look at him, open your eyes jenny",bully,yes,train_eval
obesity_francois,74,<_Francoisvictim>,dignity down the toilet...,victim,yes,train_eval
obesity_francois,75,<pierre_defenseur>,"even once posted a picture can be deleted, don't treat us like idiots  😤",victim_support,yes,train_eval
obesity_francois,76 | 77,<Jenny_concil>,"lol you can respect yourself, we don’t respect those who are mean like the photo, soon",none,yes,train_eval
obesity_francois,78,<Theo_SoutienH>,even when you open your eyes,bully_support,no,train_eval
obesity_francois,79 | 80,<Theresa_SoutienH>,Sorry but no oooooh,bully_support,yes,train_eval
obesity_francois,81,<_Francoisvictim>,go ahead and delete it,victim,no,train_eval
obesity_francois,82,<Jenny_concil>,"nah that's exactly it, pauline delete it, that way you won’t see him any more",none,yes,train_eval
obesity_francois,83,<Theresa_SoutienH>,a photo on the web doesn't go away even if you want it to,bully_support,yes,train_eval
obesity_francois,84,<_Francoisvictim>,"you want me to throw myself off a building, is that it?",victim,yes,train_eval
obesity_francois,85,<pierre_defenseur>,"pauline just delete it, what do you getting from this, seriously?",victim_support,no,train_eval
